"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"NIXCIYCT","conferencePaper","2017","Lommatzsch, A.; Kille, B.; Albayrak, S.","Incorporating context and trends in news recommender systems","","","","10.1145/3106426.3109433","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030992337&doi=10.1145%2f3106426.3109433&partnerID=40&md5=029ec097b80da7a85e6fdaacda7bc449","In our fast changing world, data streams move into the focus. In this paper, we study recommender systems for news portals. Compared with traditional recommender scenarios based on static data sets, the short life cycle of news items and the dynamics in users' preferences are major challenges when developing news recommender systems. This motivates us to research methods facilitating the inclusion of context and trends into news recommender systems. We explain specific requirements for news recommender system and discuss approaches incorporating trends and temporal user habits in order to improve news recommender system. A detailed data analysis motivates our approach. In addition, we discuss experiences of applying news recommendation algorithms online. The evaluation shows that approaches come with specific strengths and weaknesses. Consequently, publishers should select the recommendation strategy with the specific requirements in mind. © 2017 ACM.","2017","2022-03-24 08:56:52","2022-04-13 16:38:21","","1062-1068","","","","","","","Proceedings - 2017 IEEE/WIC/ACM International Conference on Web Intelligence, WI 2017","","","","","","","","","","","","","Citation Key: Lommatzsch20171062 tex.affiliation: DAI-Lab, Technische Universität Berlin, Ernst-Reuter-Platz 7, Berlin, D-10587, Germany tex.author_keywords: Context; News recommendation; Temporal recommender; Time-Aware recommender models; Trends tex.document_type: Conference Paper tex.source: Scopus","","C:\Users\ohund\Zotero\storage\X3AEKKWK\Lommatzsch et al. - 2017 - Incorporating context and trends in news recommend.pdf","","dog; evil_morty; include; officially_included","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IVI3E4PF","conferencePaper","2017","Okura, S.; Tagami, Y.; Ono, S.; Tajima, A.","Embedding-based news recommendation for millions of users","","","","10.1145/3097983.3098108","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029044749&doi=10.1145%2f3097983.3098108&partnerID=40&md5=9020c762b400cc136faf7b82c383bc89","It is necessary to understand the content of articles and user preferences to make effective news recommendations. While ID-based methods, such as collaborative filtering and low-rank factorization, are well known for making recommendations, they are not suitable for news recommendations because candidate articles expire quickly and are replaced with new ones within short spans of time. Word-based methods, which are often used in information retrieval setings, are good candidates in terms of system performance but have issues such as their ability to cope with synonyms and orthographical variants and define ""queries"" from users' historical activities. This paper proposes an embedding-based method to use distributed representations in a three step end-to-end manner: (i) start with distributed representations of articles based on a variant of a denoising autoencoder, (ii) generate user representations by using a recurrent neural network (RNN) with browsing histories as input sequences, and (iii) match and list articles for users based on inner-product operations by taking system performance into consideration. The proposed method performed well in an experimental offline evaluation using past access data on Yahoo! JAPAN's homepage. We implemented it on our actual news distribution system based on these experimental results and compared its online performance with a method that was conventionally incorporated into the system. As a result, the click-through rate (CTR) improved by 23% and the total duration improved by 10%, compared with the conventionally incorporated method. Services that incorporated the method we propose are already open to all users and provide recommendations to over ten million individual users per day who make billions of accesses per month. © 2017 Copyright held by the owner/author(s).","2017","2022-03-24 08:56:52","2022-04-13 16:38:21","","1933-1942","","","Part F129685","","","","Proceedings of the ACM SIGKDD International Conference on Knowledge Discovery and Data Mining","","","","","","","","","","","","","Citation Key: Okura20171933 tex.affiliation: Yahoo Japan Corporation, Tokyo, Japan tex.author_keywords: Distributed representations; Large-scale services; Neural networks; News recommendations tex.document_type: Conference Paper tex.source: Scopus","","C:\Users\ohund\Zotero\storage\MQUYBQ9S\Okura et al. - 2017 - Embedding-based news recommendation for millions o.pdf","","cat; include; morty; officially_included","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YEA8MDBF","journalArticle","2017","Saranya, K.G.; Sudha Sadasivam, G.","Personalized news article recommendation with novelty using collaborative filtering based rough set theory","Mobile Networks and Applications","","","10.1007/s11036-017-0842-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85016099002&doi=10.1007%2fs11036-017-0842-9&partnerID=40&md5=44dcf92f91eaa80f76ed07214bca65cf","Online news article reading has become very popular as the World Wide Web provides an access to variety of news articles from large volume of sources around the world. A key challenge of news portals is to provide articles to the users based on their interest. Personalized news recommendation systems provide news articles to the readers based on their interest rather than presenting articles in order of their occurrences. The effectiveness of news recommendation systems reduces due to lack of user ratings and automated novelty detection. A progressive summary helps a user to monitor changes in news items over a period of time. The automatic detection of novelty in personalized news recommendation system could improve a reader’s search experience by providing news items that add more information’s to already known information’s to the users. This paper presents a rough set based collaborative filtering approach to predict a missing news category rating values of a user, and a new novelty detection approach to improve ranking of novel news items. The proposed approach maximizes the accuracy of the news article recommendation to the user according to their interest. Experimental results show the efficiency of the proposed approach. © 2017, Springer Science+Business Media New York.","2017","2022-03-24 08:56:52","2022-04-13 16:38:21","","719-729","","4","22","","","","","","","","","","","","","","","","","Citation Key: Saranya2017719 tex.affiliation: Department of Computer Science and Engineering, PSG College of Technology, Coimbatore, Tamil Nadu 641004, India tex.author_keywords: Collaborative filtering; Rough set theory; World wide web tex.document_type: Article tex.source: Scopus","","C:\Users\ohund\Zotero\storage\5ZGGPHE3\Saranya_Sudha Sadasivam_2017_Personalized News Article Recommendation with Novelty Using Collaborative.pdf","","dog; evil_morty; include; officially_included","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8D6PP8SM","conferencePaper","2017","Amadei, M.","An approach to social news recommendation based on focused crawling and sentiment analysis","","","","10.1145/3099023.3099027","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026861229&doi=10.1145%2f3099023.3099027&partnerID=40&md5=22abab63ff4670b3c540e404716b507b","News recommendation poses several specific challenges compared to other domains, such as freshness and serendipity. The proposed research will develop new methods and techniques to address some of such challenges. With the aim of handling the users' changing interests and the fast evolution overtime of news, my solution will be proposed in the social network domain, exploiting an adaptive focused crawling algorithm. Moreover, it will consider a given user's attitude towards her interests, with the purpose of recommending articles in line with her beliefs. An experimental evaluation is currently being implemented to assess the effectiveness of my approach, also in comparison with state-of-the-art techniques. © 2017 ACM.","2017","2022-03-24 08:56:53","2022-04-13 16:38:21","","111-112","","","","","","","UMAP 2017 - Adjunct Publication of the 25th Conference on User Modeling, Adaptation and Personalization","","","","","","","","","","","","","Citation Key: Amadei2017111 tex.affiliation: Department of Engineering, Roma Tre University, Via della Vasca Navale 79, Rome, 00146, Italy tex.document_type: Conference Paper tex.source: Scopus","","C:\Users\ohund\Zotero\storage\UYT37ADP\Amadei - 2017 - An approach to social news recommendation based on.pdf","","dog; evil_morty; include; officially_included","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QSDKYDHT","conferencePaper","2017","Atoum, J.O.; Yakti, I.M.","A framework for real time news recommendations","","","","10.1109/ICTCS.2017.17","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050240119&doi=10.1109%2fICTCS.2017.17&partnerID=40&md5=066599c794fd46445b72e120ac2812c6","The fast growth of technology in both software and hardware levels resulted in moving several industries such as media, news, publishing, printing, and entertainment from classic approach to more digital approach. Thus, creates the need to understand the audience and their behaviors toward their products, advertising campaigns, or services to increase their growth and improve satisfaction of both readers and publishers. This paper proposes a framework for recommending content for news websites to users in real time to increase both user and business satisfactions using academic and news industry standards, it starts with gathering data and ending with delivering personalized recommendations per user. Results showed an improvement of users' engagement when such recommendation system was active. © 2017 IEEE.","2017","2022-03-24 08:56:53","2022-04-13 16:38:21","","89-93","","","2018-January","","","","Proceedings - 2017 International Conference on New Trends in Computing Sciences, ICTCS 2017","","","","","","","","","","","","","Citation Key: Atoum201789 tex.affiliation: Mathematics and Computer Science, Southern Arkansas University, Magnolia, AK, United States; Computer Science Department, Princess Sumaya University for Technology, Amman, Jordan tex.author_keywords: Bounce rate pageviews; Search Engine Optimization; Web Recommendation Systems; Website Users Engagement tex.document_type: Conference Paper tex.source: Scopus","","C:\Users\ohund\Zotero\storage\XIKS92CT\Atoum and Yakti - 2017 - A framework for real time news recommendations.pdf","","cat; evil_morty; include; officially_included","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CHIPJ8KS","conferencePaper","2015","Carbone, P.; Vlassov, V.","Auto-Scoring of Personalised News in the Real-Time Web: Challenges, Overview and Evaluation of the State-of-the-Art Solutions","Proceedings - 2015 International Conference on Cloud and Autonomic Computing, ICCAC 2015","","","10.1109/ICCAC.2015.9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962109478&doi=10.1109%2fICCAC.2015.9&partnerID=40&md5=afb87a94de08677a27af17ddda7fcae5","The problem of automated personalised news recommendation, often referred as auto-scoring has attracted substantial research throughout the last decade in multiple domains such as data mining and machine learning, computer systems, e commerce and sociology. A typical 'recommender systems' approach to solving this problem usually adopts content-based scoring, collaborative filtering or more often a hybrid approach. Due to their special nature, news articles introduce further challenges and constraints to conventional item recommendation problems, characterised by short lifetime and rapid popularity trends. In this survey, we provide an overview of the challenges and current solutions in news personalisation and ranking from both an algorithmic and system design perspective, and present our evaluation of the most representative scoring algorithms while also exploring the benefits of using a hybrid approach. Our evaluation is based on a real-life case study in news recommendations. © 2015 IEEE.","2015","2022-03-24 08:58:04","2022-04-13 16:38:21","","169-180","","","","","","","","","","","","","","","","","","","","","","C:\Users\ohund\Zotero\storage\R2F37MEN\Carbone and Vlassov - 2015 - Auto-Scoring of Personalised News in the Real-Time.pdf","","cat; evil_morty; include; manually added document; officially_included","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"M7LHBCFH","conferencePaper","2015","Garrido, A.L.; Buey, M.G.; Ilarri, S.; Fũrstner, I.; Szedmina, L.","KGNR: A knowledge-based geographical news recommender","SISY 2015 - IEEE 13th International Symposium on Intelligent Systems and Informatics, Proceedings","","","10.1109/SISY.2015.7325378","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84964899946&doi=10.1109%2fSISY.2015.7325378&partnerID=40&md5=e9c662ee1860a7f0f71899a3d2b24307","Online news reading services, such as Google News and Yahoo! News, have become very popular since the Internet provides fast access to news articles from various sources around the world. A key issue of these services is to help users to find interesting articles that match their preferences as much as possible. This is the problem of personalized news recommendation. Recently, personalized news recommendation has become a promising research direction and a variety of techniques have been proposed to tackle it, including content-based systems, collaborative filtering systems and hybrid versions of these two. In addition, the widespread use of mobile phones today and the different features that these phones offer users allow the possibility to keep users up to date with the latest news that have taken place in their environment, anywhere and at any time. This paper presents KGNR (Knowledge-based Geographical News Recommender), a new approach to develop a personalized news recommendation system as an application for mobile phones that takes into account the geolocation of the user and uses learned user profiles to generate personalized news recommendations. For this purpose, a content-based recommendation mechanism have been combined with topic-maps and geolocation for modeling the recommendation system. © 2015 IEEE.","2015","2022-03-24 08:58:03","2022-04-13 16:38:21","","195-198","","","","","","","","","","","","","","","","","","","","","","C:\Users\ohund\Zotero\storage\N6TDX82H\Garrido et al. - 2015 - KGNR A knowledge-based geographical news recommen.pdf","","dog; include; manually added document; officially_included; rick","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"N4CG3MG9","journalArticle","2015","Xiao, Y.; Ai, P.; Hsu, C.-H.; Wang, H.; Jiao, X.","Time-ordered collaborative filtering for news recommendation","China Communications","","","10.1109/CC.2015.7385528","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962308041&doi=10.1109%2fCC.2015.7385528&partnerID=40&md5=55042f91d2314e1ad424add9fbaf0f32","Faced with hundreds of thousands of news articles in the news websites, it is difficult for users to find the news articles they are interested in. Therefore, various news recommender systems were built. In the news recommendation, these news articles read by a user is typically in the form of a time sequence. However, traditional news recommendation algorithms rarely consider the time sequence characteristic of user browsing behaviors. Therefore, the performance of traditional news recommendation algorithms is not good enough in predicting the next news article which a user will read. To solve this problem, this paper proposes a time-ordered collaborative filtering recommendation algorithm (TOCF), which takes the time sequence characteristic of user behaviors into account. Besides, a new method to compute the similarity among different users, named time-dependent similarity, is proposed. To demonstrate the efficiency of our solution, extensive experiments are conducted along with detailed performance analysis. © 2013 IEEE.","2015","2022-03-24 08:58:03","2022-04-13 16:55:09","","53-62","","12","12","","","","","","","","","","","","","","","","","","","C:\Users\ohund\Zotero\storage\M2K3NLLW\Xiao et al. - 2015 - Time-ordered collaborative filtering for news reco.pdf","","cat; include; manually added document; morty; officially_included","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X3AIFFT6","conferencePaper","2015","Ruchika; Singh, A.V.; Sharma, D.","Evaluation criteria for measuring the performance of recommender systems","2015 4th International Conference on Reliability, Infocom Technologies and Optimization: Trends and Future Directions, ICRITO 2015","","","10.1109/ICRITO.2015.7359280","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961814707&doi=10.1109%2fICRITO.2015.7359280&partnerID=40&md5=51f743e61a0cab36254b07c73635d7f3","The explosive growth of social network with the help of e-commerce websites has made the issue of information retrieval increasingly challenging. Users may not have the time or knowledge to personally evaluate the options which are available on social network platform. Recommender systems present themselves as a practical answer to endless options available online. In this research paper, we give an insight into various types of filtering techniques associated with recommender systems. We also discuss the problems faced by these filtering techniques and evaluation criteria on the basis of which various algorithms made for recommendation purpose can be compared. Finally we propose a composite news recommendation system model. © 2015 IEEE.","2015","2022-03-24 08:58:03","2022-04-13 16:55:09","","","","","","","","","","","","","","","","","","","","","","","","C:\Users\ohund\Zotero\storage\29CV9S2X\Ruchika et al. - 2015 - Evaluation criteria for measuring the performance .pdf","","evil_morty; fish; include; manually added document; officially_included","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Q3IU63K3","conferencePaper","2015","Ingvaldsen, J.E.; Ahlers, D.","Handling shape variations in geographical distance rankings for local news recommendation","ACM International Conference Proceeding Series","","","10.1145/2837689.2837702","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962499420&doi=10.1145%2f2837689.2837702&partnerID=40&md5=8f1b78be52638e6ef7cf00be59f0ad6b","Geographical proximity is an important ranking feature in many context aware recommendation systems. News recommender systems are an example of such systems where the proximity between users and the news' geographical context is a particularly important relevance factor. In this paper, we will discuss ways to improve distance ranking by taking geographical entity sizes, shapes, and footprints into account when handling news items that are ranked for specific users. © 2015 ACM.","2015","2022-03-24 08:58:03","2022-04-13 16:38:21","","","","","26-27-November-2015","","","","","","","","","","","","","","","","","","","C:\Users\ohund\Zotero\storage\T63GPGMP\Ingvaldsen_Ahlers_2015_Handling shape variations in geographical distance rankings for local news.pdf","","dog; evil_morty; include; officially_included","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XJZBS5Z9","conferencePaper","2016","Caldarelli, S.; Gurini, D.F.; Micarelli, A.; Sansonetti, G.","A signal-based approach to news recommendation","CEUR Workshop Proceedings","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84984604051&partnerID=40&md5=6e8b2e65d0128a2f727ac1eb91ead476","In this paper, we describe our research activity on an approach to personalized news recommendation, which captures the temporal dynamics of the active user's interests. In such recommender, the user profile explicitly involves the time dimension in representing her interests and preferences. Each user's interest is represented as a signal, thus characterizing its evolution over time. To this aim, a signal processing technique (i.e., the discrete wavelet transform) is adopted to represent and analyze such signals. Furthermore, we report the experimental results of a very preliminary comparative evaluation on an online available dataset. Such results seem encouraging, thus spurring us to continue developing our approach.","2016","2022-03-24 08:58:03","2022-04-13 16:38:21","","","","","1618","","","","","","","","","","","","","","","","","","","C:\Users\ohund\Zotero\storage\RLHYNQ7M\Caldarelli et al. - 2016 - A signal-based approach to news recommendation.pdf","","dog; include; officially_included; rick","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"K8CB6PHL","conferencePaper","2016","Gulla, J.A.; Marco, C.; Fidjestøl, A.D.; Su, X.; Ingvaldsen, J.E.; Özgöbek, Ö.","The intricacies of time in news recommendation","CEUR Workshop Proceedings","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84984666910&partnerID=40&md5=335c2676d9d3d011968046119519cda0","It is commonly accepted that time is a critical issue in news recommendation. As opposed to book or movie recommendations, news articles have extremely short life spans and should normally not be recommended after a few days. Most current news recommender systems use time as a decaying factor in ratings or just cut off older articles according to some simple mechanism. An experiment done on four different newspapers in Norway reveal that the time issue is somewhat more complicated. The life span of articles varies substantially from one newspaper to another, and from one category to another. Social media like Facebook may affect articles' life span, though the influence of social media is highly category-dependent.","2016","2022-03-24 08:58:03","2022-04-13 16:38:21","","","","","1618","","","","","","","","","","","","","","","","","","","C:\Users\ohund\Zotero\storage\SWYDDTAA\Gulla et al. - 2016 - The intricacies of time in news recommendation.pdf","","dog; evil_morty; include; officially_included","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HXLDTZ6S","conferencePaper","2016","Lenhart, P.; Herzog, D.","Combining content-based and collaborative filtering for personalized sports news recommendations","CEUR Workshop Proceedings","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988915878&partnerID=40&md5=a31e5793186d5713e2bafaf720e18c7d","Sports news are a special case in the field of news recommendations as readers often come with a strong emotional attachment to selected sports, teams or players. Furthermore, the interest in a topic can suddenly change if, for example, an important sports event is taking place. In this work, we present a hybrid sports news recommender system that combines content-based recommendations with collaborative filtering. We developed a recommender dashboard and integrated it into the Sport1.de website. In a user study, we evaluated our solution. Results show that a pure content-based approach delivers accurate news recommendations and the users confirm our recommender dashboard a high usability. Nevertheless, the collaborative filtering component of our hybrid approach is necessary to increase the diversity of the recommendations and to recommend older articles if they are of special importance to the user.","2016","2022-03-24 08:58:03","2022-04-13 16:38:21","","3-10","","","1673","","","","","","","","","","","","","","","","","","","C:\Users\ohund\Zotero\storage\SEKMMR4A\Lenhart and Herzog - 2016 - Combining content-based and collaborative filterin.pdf","","dog; evil_morty; include; officially_included","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Q2SQJDUD","conferencePaper","2016","Ma, H.; Liu, X.; Shen, Z.","User fatigue in online news recommendation","25th International World Wide Web Conference, WWW 2016","","","10.1145/2872427.2874813","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85008190136&doi=10.1145%2f2872427.2874813&partnerID=40&md5=54cc291916cc95bdfad9f80f19765a0b","Many aspects and properties of Recommender Systems have been well studied in the past decade, however, the impact of User Fatigue has been mostly ignored in the literature. User fatigue represents the phenomenon that a user quickly loses the interest on the recommended item if the same item has been presented to this user multiple times before. The direct impact caused by the user fatigue is the dramatic decrease of the Click Through Rate (CTR, i.e., the ratio of clicks to impressions). In this paper, we present a comprehensive study on the research of the user fatigue in online recommender systems. By analyzing user behavioral logs from Bing Now news recommendation, we find that user fatigue is a severe problem that greatly affects the user experience. We also notice that different users engage differently with repeated recommendations. Depending on the previous users' interaction with repeated recommendations, we illustrate that under certain condition the previously seen items should be demoted, while some other times they should be promoted. We demonstrate how statistics about the analysis of the user fatigue can be incorporated into ranking algorithms for personalized recommendations. Our experimental results indicate that significant gains can be achieved by introducing features that reflect users' interaction with previously seen recommendations (up to 15% enhancement on all users and 34% improvement on heavy users).","2016","2022-03-24 08:58:03","2022-04-13 16:38:21","","1363-1372","","","","","","","","","","","","","","","","","","","","","","C:\Users\ohund\Zotero\storage\43T55XFV\Ma et al. - 2016 - User fatigue in online news recommendation.pdf","","cat; evil_morty; include; officially_included","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PUV4P5JI","conferencePaper","2016","Natarajan, S.; Moh, M.","Recommending news based on hybrid user profile, popularity, trends, and location","Proceedings - 2016 International Conference on Collaboration Technologies and Systems, CTS 2016","","","10.1109/CTS.2016.48","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85017028314&doi=10.1109%2fCTS.2016.48&partnerID=40&md5=66d4ab93c0d8c7077cfc8b40c7dde811","Reading the news is a favorite hobby for many people anywhere in the world. With the popularity of the Internet and social media, users are constantly provided, or even bombarded, with the latest news around the world. With numerous sources of news, it has become a real challenge for users to follow the news that they are interested. Previous work used user profile to recommend personalized news; and used RSS feeds and latest tweets to provide popular, trendy news. In this work we combine these two methods with three enhancements. First, to personalize news recommendation we used a hybrid approach, which involved the analyses of click through, user tweets, and user Twitter friends list to build user profile, this method significantly improves the accuracy of user profile. Second, to address the importance of temporal dynamics, we add a unique new feature of location preference to the news recommendation system. Third, we allow users to choose the ratio of popular news vs. trendy news they desire. The resulting system is then evaluated based on user satisfaction and accuracy. The results show that the average user satisfaction increases from 8.6 to 9.4 when location preference is added, while the accuracy of the recommendation system is around 92-95%. We believe that the proposed system is a successful example of incorporating temporal dynamics to recommendation systems; the combination of using hybrid user profile, popularity, trends and location would have significant impact on other recommendation systems in the future. © 2016 IEEE.","2016","2022-03-24 08:58:03","2022-04-13 16:38:21","","204-211","","","","","","","","","","","","","","","","","","","","","","C:\Users\ohund\Zotero\storage\BQ7RCFVJ\Natarajan and Moh - 2016 - Recommending news based on hybrid user profile, po.pdf","","dog; evil_morty; include; manually added document; officially_included","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WVBYUR8I","journalArticle","2016","Jonnalagedda, N.; Gauch, S.; Labille, K.; Alfarhood, S.","Incorporating popularity in a personalized news recommender system","PeerJ Computer Science","","","10.7717/peerj-cs.63","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018404653&doi=10.7717%2fpeerj-cs.63&partnerID=40&md5=053b42774ae2b4a54b33b55748ea980b","Online news reading has become a widely popular way to read news articles from news sources around the globe. With the enormous amount of news articles available, users are easily overwhelmed by information of little interest to them. News recommender systems help users manage this flood by recommending articles based on user interests rather than presenting articles in order of their occurrence. We present our research on developing personalized news recommendation system with the help of a popular micro-blogging service, ""Twitter."" News articles are ranked based on the popularity of the article identified from Twitter's public timeline. In addition, users construct profiles based on their interests and news articles are also ranked based on their match to the user profile. By integrating these two approaches, we present a hybrid news recommendation model that recommends interesting news articles to the user based on their popularity as well as their relevance to the user profile. © 2016 Jonnalagedda et al.","2016","2022-03-24 08:58:03","2022-04-13 16:38:21","","","","6","2016","","","","","","","","","","","","","","","","","","","C:\Users\ohund\Zotero\storage\DI6K27X8\Jonnalagedda et al. - 2016 - Incorporating popularity in a personalized news re.pdf","","cat; include; morty; officially_included","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ELHZC6ZJ","conferencePaper","2016","Kille, B.; Lommatzsch, A.; Hopfgartner, F.; Larson, M.; Seiler, J.; Malagoli, D.; Serény, A.; Brodt, T.","CLEF NewsREEL 2016: Comparingmulti-dimensional offline and online evaluation of news recommender systems","CEUR Workshop Proceedings","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019592120&partnerID=40&md5=408f7b3a61b9d3beba563684d2f9874f","Running in its third year at CLEF, NewsREEL challenged participants to develop news recommendation algorithms and have them benchmarked in an online (Task 1) and offline setting (Task 2), respectively. This paper provides an overview of the NewsREEL scenario, outlines this year's campaign, presents results of both tasks, and discusses the approaches of participating teams.Moreover, it overviews ideas on living lab evaluation that have been presented as part of a ""New Ideas"" track at the conference in Portugal. Presented results illustrate potentials for multi-dimensional evaluation of recommendation algorithms in a living lab and simulation based evaluation setting.","2016","2022-03-24 08:58:03","2022-04-13 16:38:21","","593-605","","","1609","","","","","","","","","","","","","","","","","","","C:\Users\ohund\Zotero\storage\VNTCXCC9\Kille et al. - 2016 - CLEF NewsREEL 2016 Comparingmulti-dimensional off.pdf","","dog; include; officially_included; rick","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LQRT29MJ","conferencePaper","2016","Muralidhar, N.; Rangwala, H.; Han, E.-H.S.","Recommending temporally relevant news content from implicit feedback data","Proceedings - International Conference on Tools with Artificial Intelligence, ICTAI","","","10.1109/ICTAI.2015.104","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84963575904&doi=10.1109%2fICTAI.2015.104&partnerID=40&md5=77f6e44b569b0776282d5b7fca9dd317","News has, in this day and age, transformed primarily into a digital format with leading newspapers and news agencies having a significant online presence. The speed at which news reaches the reader notwithstanding, the proliferation of blogs and microblogs to deliver specialized content has become the order of the day. Even highly engaged users tend to disengage with a website when the content they are served is unappealing to them. While recommendation systems have been used to ensure delivery of content to the user in tune with their tastes, these systems face an unprecedented challenge - the transient nature of 'popular' news and users' changing interests. Moreover, the challenge is compounded by the absence of explicit feedback. Most recommendation systems for recommending digital news content rely on inferring user engagement through 'clicks', which is not necessarily an accurate measure as it gives us no explicit information about the degree to which a user is interested in a news article. In this paper, we introduce and study the behavior of temporal and tag-based models for news article recommendation. Our experiments indicate that incorporating temporal and taginformation improves recommendation quality and increases user engagement. We argue through experimental evaluation that the improved performance is due to recommendation of more personalized news content by the tag-based recommendation algorithms as compared to other models that do not explicitly incorporate user-tag information. © 2015 IEEE.","2016","2022-03-24 08:58:03","2022-04-13 16:38:21","","689-696","","","2016-January","","","","","","","","","","","","","","","","","","","C:\Users\ohund\Zotero\storage\WZTZ47JY\Muralidhar et al. - 2016 - Recommending temporally relevant news content from.pdf","","cat; evil_morty; include; manually added document; officially_included","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X5MXBW9K","conferencePaper","2016","Ciobanu, A.; Lommatzsch, A.","Development of a news recommender system based on apache flink","CEUR Workshop Proceedings","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019624817&partnerID=40&md5=068c8e811d70e0de90a789a3d912ea76","The amount of data on the web is constantly growing. The separation of relevant from less important information is a challenging task. Due to the huge amount of data available in the World Wide Web, the processing cannot be done manually. Software components are needed that learn the user preferences and support users in finding the relevant information. In this work we present our recommender system tailored for recommending news articles. The developed recommender system continuously analyzes a data-stream using the APACHE FLINK framework, computes recommender models and provides real-Time recommendations. The recommendations are optimized on specific news portals and consider the user session. The recommender system analyzes the user-item interactions in real-Time and continuously updates the recommender models ensuring that only fresh articles are recommended. We explain the developed architecture of the system and discuss the specific challenges of processing continuous streams. The scalability and the methods for optimizing the parameter configuration are explained. The evaluation in the NEWSREEL Living Lab scenario as well as in the offline evaluation shows that our recommender fulfills the requirements and reaches a good recommendation performance.","2016","2022-03-24 08:58:03","2022-04-13 16:38:21","","606-617","","","1609","","","","","","","","","","","","","","","","","","","C:\Users\ohund\Zotero\storage\KWZRQKEZ\Ciobanu and Lommatzsch - 2016 - Development of a news recommender system based on .pdf","","dog; include; officially_included; rick","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
