Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"CONCERT: A Concept-Centric Web News Recommendation System","Web-Age Information Management","","","","10.1007/978-3-642-38562-9_82","Hongda RenWei Feng","2013","http://link.springer.com/chapter/10.1007/978-3-642-38562-9_82","Chapter"
"An Adaptive Correlation Clustering-Based Recommender System for the Long-Tail Items","Smart Computing Techniques and Applications","","","","10.1007/978-981-16-1502-3_50","Soanpet Sree LakshmiT. AdiLakshmiBakshi Abhinith","2021","http://link.springer.com/chapter/10.1007/978-981-16-1502-3_50","Chapter"
"Survey and Evolution Study Focusing Comparative Analysis and Future Research Direction in the Field of Recommendation System Specific to Collaborative Filtering Approach","Information and Communication Technology for Intelligent Systems","","","","10.1007/978-981-13-1742-2_16","Axita PatelAmit ThakkarNirav BhattPurvi Prajapati","2019","http://link.springer.com/chapter/10.1007/978-981-13-1742-2_16","Chapter"
"Preface","User Modeling and User-Adapted Interaction","","10","2 - 3","10.1023/A:1026784506325","Sandra Carberry","2000","http://link.springer.com/article/10.1023/A%3A1026784506325","Article"
"Recommender System Based on OSN Data Analytics","Information and Communication Technology for Intelligent Systems","","","","10.1007/978-981-13-1747-7_19","Aysha KhanRashid Ali","2019","http://link.springer.com/chapter/10.1007/978-981-13-1747-7_19","Chapter"
"Machine Learning","Intelligent Systems","","","","10.1007/978-3-642-21004-4_10","Crina GrosanAjith Abraham","2011","http://link.springer.com/chapter/10.1007/978-3-642-21004-4_10","Chapter"
"A Survey of Recommender Systems in Twitter","Social Informatics","","","","10.1007/978-3-642-35386-4_31","Su Mon KyweEe-Peng LimFeida Zhu","2012","http://link.springer.com/chapter/10.1007/978-3-642-35386-4_31","Chapter"
"A Survey on Recommender Systems for News Data","Smart Information and Knowledge Management","","","","10.1007/978-3-642-04584-4_6","Hugo L. BorgesAna C. Lorena","2010","http://link.springer.com/chapter/10.1007/978-3-642-04584-4_6","Chapter"
"First Place Solution for NLPCC 2018 Shared Task User Profiling and Recommendation","Natural Language Processing and Chinese Computing","","","","10.1007/978-3-319-99501-4_2","Qiaojing XieYuqian WangZhenjing XuKaidong YuChen WeiZhiChen Yu","2018","http://link.springer.com/chapter/10.1007/978-3-319-99501-4_2","Chapter"
"Opinions Analysis in Social Networks for Cultural Heritage Applications","Intelligent Interactive Multimedia Systems and Services 2016","","","","10.1007/978-3-319-39345-2_51","Flora AmatoGiovanni CozzolinoSergio Di MartinoAntonino MazzeoVincenzo MoscatoAntonio PicarielloSara RomanoGiancarlo Sperlí","2016","http://link.springer.com/chapter/10.1007/978-3-319-39345-2_51","Chapter"
"Application of News Features in News Recommendation Methods: A Survey","Data Science","","","","10.1007/978-981-15-7984-4_9","Jing QinPeng Lu","2020","http://link.springer.com/chapter/10.1007/978-981-15-7984-4_9","Chapter"
"Optimizing the recency-relevance-diversity trade-offs in non-personalized news recommendations","Information Retrieval Journal","","22","5","10.1007/s10791-019-09351-2","Abhijnan ChakrabortySaptarshi GhoshNiloy GangulyKrishna P. Gummadi","2019","http://link.springer.com/article/10.1007/s10791-019-09351-2","Article"
"Fake news detection based on news content and social contexts: a transformer-based approach","International Journal of Data Science and Analytics","","","","10.1007/s41060-021-00302-z","Shaina RazaChen Ding","2022","http://link.springer.com/article/10.1007/s41060-021-00302-z","Article"
"STRS: Social Network Based Recommender System for Tourism Enhanced with Trust","International Symposium on Distributed Computing and Artificial Intelligence 2008 (DCAI 2008)","","","","10.1007/978-3-540-85863-8_10","Fabian BustosJuan LópezVicente JuliánMiguel Rebollo","2009","http://link.springer.com/chapter/10.1007/978-3-540-85863-8_10","Chapter"
"Improving accountability in recommender systems research through reproducibility","User Modeling and User-Adapted Interaction","","31","5","10.1007/s11257-021-09302-x","Alejandro BellogínAlan Said","2021","http://link.springer.com/article/10.1007/s11257-021-09302-x","Article"
"Time-Decaying Bandits for Non-stationary Systems","Web and Internet Economics","","","","10.1007/978-3-319-13129-0_40","Junpei KomiyamaTao Qin","2014","http://link.springer.com/chapter/10.1007/978-3-319-13129-0_40","Chapter"
"Semantics-Aware Content-Based Recommender Systems","Recommender Systems Handbook","","","","10.1007/978-1-4899-7637-6_4","Marco de GemmisPasquale LopsCataldo MustoFedelucio NarducciGiovanni Semeraro","2015","http://link.springer.com/chapter/10.1007/978-1-4899-7637-6_4","Chapter"
"Contextual Modelling in Context-Aware Recommender Systems: A Generic Approach","Web Information Systems Engineering – WISE 2011 and 2012 Workshops","","","","10.1007/978-3-642-38333-5_6","Christos MettourisGeorge A. Papadopoulos","2013","http://link.springer.com/chapter/10.1007/978-3-642-38333-5_6","Chapter"
"Reputation-Enhanced Recommender Systems","Trust Management XI","","","","10.1007/978-3-319-59171-1_13","Christian RichthammerMichael WeberGünther Pernul","2017","http://link.springer.com/chapter/10.1007/978-3-319-59171-1_13","Chapter"
"Context-Aware Collaborative Data Stream Mining in Ubiquitous Devices","Advances in Intelligent Data Analysis X","","","","10.1007/978-3-642-24800-9_5","João Bártolo GomesMohamed Medhat GaberPedro A. C. SousaErnestina Menasalvas","2011","http://link.springer.com/chapter/10.1007/978-3-642-24800-9_5","Chapter"
"SSLE: A framework for evaluating the “Filter Bubble” effect on the news aggregator and recommenders","World Wide Web","","","","10.1007/s11280-022-01031-4","Han HanCan WangYunwei ZhaoMin ShuWenlei WangYong Min","2022","http://link.springer.com/article/10.1007/s11280-022-01031-4","Article"
"Feeding a Hybrid Recommendation Framework with Linked Open Data and Graph-Based Features","AI*IA 2017 Advances in Artificial Intelligence","","","","10.1007/978-3-319-70169-1_17","Cataldo MustoPasquale LopsMarco de GemmisGiovanni Semeraro","2017","http://link.springer.com/chapter/10.1007/978-3-319-70169-1_17","Chapter"
"Stream-Based Recommendation for Enterprise Social Media Streams","Business Information Systems","","","","10.1007/978-3-642-38366-3_15","Torsten LunzePhilipp KatzDirk RöhrbornAlexander Schill","2013","http://link.springer.com/chapter/10.1007/978-3-642-38366-3_15","Chapter"
"Designing and Evaluating Explanations for Recommender Systems","Recommender Systems Handbook","","","","10.1007/978-0-387-85820-3_15","Nava TintarevJudith Masthoff","2011","http://link.springer.com/chapter/10.1007/978-0-387-85820-3_15","Chapter"
"Parallel Implementation of a Bug Report Assignment Recommender Using Deep Learning","Artificial Neural Networks and Machine Learning – ICANN 2017","","","","10.1007/978-3-319-68612-7_8","Adrian-Cătălin FloreaJohn AnvikRăzvan Andonie","2017","http://link.springer.com/chapter/10.1007/978-3-319-68612-7_8","Chapter"
"User Modelling for Personalized Question Answering","AI*IA 2007: Artificial Intelligence and Human-Oriented Computing","","","","10.1007/978-3-540-74782-6_34","Silvia QuarteroniSuresh Manandhar","2007","http://link.springer.com/chapter/10.1007/978-3-540-74782-6_34","Chapter"
"What Happened in CLEF
                  
                    
                  
                  $$\ldots $$
                 For a While?","Experimental IR Meets Multilinguality, Multimodality, and Interaction","","","","10.1007/978-3-030-28577-7_1","Nicola Ferro","2019","http://link.springer.com/chapter/10.1007/978-3-030-28577-7_1","Chapter"
"A Mobile-Based System for Context-Aware Music Recommendations","Artificial Intelligence Applications and Innovations","","","","10.1007/978-3-642-33412-2_53","Börje F. KarlssonKarla OkadaTomaz Noleto","2012","http://link.springer.com/chapter/10.1007/978-3-642-33412-2_53","Chapter"
"PolyRecs: Improving Page–View Rates Using Real-Time Data Analysis","Real-Time Business Intelligence and Analytics","","","","10.1007/978-3-030-24124-7_7","Mihalis PapakonstantinouAlex Delis","2019","http://link.springer.com/chapter/10.1007/978-3-030-24124-7_7","Chapter"
"Group Recommender Systems: Combining Individual Models","Recommender Systems Handbook","","","","10.1007/978-0-387-85820-3_21","Judith Masthoff","2011","http://link.springer.com/chapter/10.1007/978-0-387-85820-3_21","Chapter"
"A GPU-oriented online recommendation algorithm for efficient processing of time-varying continuous data streams","Knowledge and Information Systems","","53","3","10.1007/s10115-016-0967-3","Chandima HewaNadungodageYuni XiaJohn Jaehwan Lee","2017","http://link.springer.com/article/10.1007/s10115-016-0967-3","Article"
"Neural news recommendation with negative feedback","CCF Transactions on Pervasive Computing and Interaction","","2","3","10.1007/s42486-020-00044-0","Chuhan WuFangzhao WuYongfeng HuangXing Xie","2020","http://link.springer.com/article/10.1007/s42486-020-00044-0","Article"
"A Recommendation System for the Semantic Web","Distributed Computing and Artificial Intelligence","","","","10.1007/978-3-642-14883-5_6","Victor CodinaLuigi Ceccaroni","2010","http://link.springer.com/chapter/10.1007/978-3-642-14883-5_6","Chapter"
"Learning to Rank for Personalised Fashion Recommender Systems via Implicit Feedback","Mining Intelligence and Knowledge Exploration","","","","10.1007/978-3-319-13817-6_6","Hai Thanh NguyenThomas AlmenningenMartin HavigHerman SchistadAnders Kofod-PetersenHelge LangsethHeri Ramampiaro","2014","http://link.springer.com/chapter/10.1007/978-3-319-13817-6_6","Chapter"
"Recommender systems and their ethical challenges","AI & SOCIETY","","35","4","10.1007/s00146-020-00950-y","Silvia MilanoMariarosaria TaddeoLuciano Floridi","2020","http://link.springer.com/article/10.1007/s00146-020-00950-y","Article"
"Enhancing online video recommendation using social user interactions","The VLDB Journal","","26","5","10.1007/s00778-017-0469-2","Xiangmin ZhouLei ChenYanchun ZhangDong QinLongbing CaoGuangyan HuangChen Wang","2017","http://link.springer.com/article/10.1007/s00778-017-0469-2","Article"
"The Representation for All Model: An Agent-Based Collaborative Method for More Meaningful Citizen Participation in Urban Planning","Computational Science and Its Applications – ICCSA 2013","","","","10.1007/978-3-642-39646-5_24","Maria-Lluïsa Marsal-LlacunaJosep-Lluís de la Rosa-Esteva","2013","http://link.springer.com/chapter/10.1007/978-3-642-39646-5_24","Chapter"
"Topic specific emotion detection for retweet prediction","International Journal of Machine Learning and Cybernetics","","10","8","10.1007/s13042-018-0798-5","Syeda Nadia FirdausChen DingAlireza Sadeghian","2019","http://link.springer.com/article/10.1007/s13042-018-0798-5","Article"
"Facebook single and cross domain data for recommendation systems","User Modeling and User-Adapted Interaction","","23","2 - 3","10.1007/s11257-012-9128-x","Bracha ShapiraLior RokachShirley Freilikhman","2013","http://link.springer.com/article/10.1007/s11257-012-9128-x","Article"
"A Semantic Pattern-Based Recommender","Semantic Web Evaluation Challenge","","","","10.1007/978-3-319-12024-9_24","Valentina MaccatrozzoDavide CeolinLora AroyoPaul Groth","2014","http://link.springer.com/chapter/10.1007/978-3-319-12024-9_24","Chapter"
"Introduction to Recommender Systems Handbook","Recommender Systems Handbook","","","","10.1007/978-0-387-85820-3_1","Francesco RicciLior RokachBracha Shapira","2011","http://link.springer.com/chapter/10.1007/978-0-387-85820-3_1","Chapter"
"Serendipity in Recommender Systems: A Systematic Literature Review","Journal of Computer Science and Technology","","36","2","10.1007/s11390-020-0135-9","Reza Jafari ZiaraniReza Ravanmehr","2021","http://link.springer.com/article/10.1007/s11390-020-0135-9","Article"
"Contextual eVSM: A Content-Based Context-Aware Recommendation Framework Based on Distributional Semantics","E-Commerce and Web Technologies","","","","10.1007/978-3-642-39878-0_12","Cataldo MustoGiovanni SemeraroPasquale LopsMarco de Gemmis","2013","http://link.springer.com/chapter/10.1007/978-3-642-39878-0_12","Chapter"
"A Hybrid Model for Recommendation Systems","Advances in Intelligent Information Hiding and Multimedia Signal Processing","","","","10.1007/978-981-33-6757-9_40","Thi-Linh HoAnh-Cuong LeDinh-Hong Vu","2021","http://link.springer.com/chapter/10.1007/978-981-33-6757-9_40","Chapter"
"How Fake News Affect Trust in the Output of a Machine Learning System for News Curation","Disinformation in Open Online Media","","","","10.1007/978-3-030-61841-4_2","Hendrik HeuerAndreas Breiter","2020","http://link.springer.com/chapter/10.1007/978-3-030-61841-4_2","Chapter"
"Research directions in session-based and sequential recommendation","User Modeling and User-Adapted Interaction","","30","4","10.1007/s11257-020-09274-4","Dietmar JannachBamshad MobasherShlomo Berkovsky","2020","http://link.springer.com/article/10.1007/s11257-020-09274-4","Article"
"Using Evolving Agents to Critique Subjective Music Compositions","Computational Intelligence and Security","","","","10.1007/978-3-540-74377-4_36","Chuen-Tsai SunJi-Lung HsiehChung-Yuan Huang","2007","http://link.springer.com/chapter/10.1007/978-3-540-74377-4_36","Chapter"
"Explorative Analysis of Recommendations Through Interactive Visualization","E-Commerce and Web Technologies","","","","10.1007/978-3-319-53676-7_4","Christian RichthammerGünther Pernul","2017","http://link.springer.com/chapter/10.1007/978-3-319-53676-7_4","Chapter"
"PerceptRank: A Real-Time Learning to Rank Recommender System for Online Interactive Platforms","On the Move to Meaningful Internet Systems. OTM 2018 Conferences","","","","10.1007/978-3-030-02671-4_3","Hemza FicelMohamed Ramzi HaddadHajer Baazaoui Zghal","2018","http://link.springer.com/chapter/10.1007/978-3-030-02671-4_3","Chapter"
"News Recommendation Using Semantics with the Bing-SF-IDF Approach","Advances in Conceptual Modeling","","","","10.1007/978-3-319-14139-8_18","Frederik HogenboomMichel CapelleMarnix Moerland","2014","http://link.springer.com/chapter/10.1007/978-3-319-14139-8_18","Chapter"
"A survey of autoencoder-based recommender systems","Frontiers of Computer Science","","14","2","10.1007/s11704-018-8052-6","Guijuan ZhangYang LiuXiaoning Jin","2020","http://link.springer.com/article/10.1007/s11704-018-8052-6","Article"
"A Framework for Recommendation of Highly Popular News Lacking Social Feedback","New Generation Computing","","35","4","10.1007/s00354-017-0019-x","Nuno MonizLuís TorgoMagdalini EirinakiPaula Branco","2017","http://link.springer.com/article/10.1007/s00354-017-0019-x","Article"
"Computers That Negotiate on Our Behalf: Major Challenges for Self-sufficient, Self-directed, and Interdependent Negotiating Agents","Autonomous Agents and Multiagent Systems","","","","10.1007/978-3-319-71679-4_10","Tim BaarslagMichael KaisersEnrico H. GerdingCatholijn M. JonkerJonathan Gratch","2017","http://link.springer.com/chapter/10.1007/978-3-319-71679-4_10","Chapter"
"Market-Based Recommender Systems: Learning Users’ Interests by Quality Classification","Agent-Oriented Information Systems II","","","","10.1007/11426714_4","Yan Zheng WeiLuc MoreauNicholas R. Jennings","2005","http://link.springer.com/chapter/10.1007/11426714_4","Chapter"
"News Popularity Prediction with Local-Global Long-Short-Term Embedding","Web Information Systems Engineering – WISE 2021","","","","10.1007/978-3-030-91560-5_6","Shuai FanChen LinHui LiQuan Zou","2021","http://link.springer.com/chapter/10.1007/978-3-030-91560-5_6","Chapter"
"Recommended for You: “You Don’t Need No Thought Control”. An Analysis of News Personalisation in Light of Article 22 GDPR","Privacy and Identity Management. Data for Better Living: AI and Privacy","","","","10.1007/978-3-030-42504-3_13","Judith Vermeulen","2020","http://link.springer.com/chapter/10.1007/978-3-030-42504-3_13","Chapter"
"A topic recommender for journalists","Information Retrieval Journal","","22","1 - 2","10.1007/s10791-018-9333-2","Alessandro CucchiarelliChristian MorbidoniGiovanni StiloPaola Velardi","2019","http://link.springer.com/article/10.1007/s10791-018-9333-2","Article"
"Context-Aware Recommender Systems","Recommender Systems Handbook","","","","10.1007/978-0-387-85820-3_7","Gediminas AdomaviciusAlexander Tuzhilin","2011","http://link.springer.com/chapter/10.1007/978-0-387-85820-3_7","Chapter"
"Analyzing User Modeling on Twitter for Personalized News Recommendations","User Modeling, Adaption and Personalization","","","","10.1007/978-3-642-22362-4_1","Fabian AbelQi GaoGeert-Jan HoubenKe Tao","2011","http://link.springer.com/chapter/10.1007/978-3-642-22362-4_1","Chapter"
"Social movie recommender system based on deep autoencoder network using Twitter data","Neural Computing and Applications","","33","5","10.1007/s00521-020-05085-1","Hossein TahmasebiReza RavanmehrRezvan Mohamadrezaei","2021","http://link.springer.com/article/10.1007/s00521-020-05085-1","Article"
"Sequence-Based Recommendation with Bidirectional LSTM Network","Advances in Multimedia Information Processing – PCM 2018","","","","10.1007/978-3-030-00764-5_39","Hailin FuJianguo LiJiemin ChenYong TangJia Zhu","2018","http://link.springer.com/chapter/10.1007/978-3-030-00764-5_39","Chapter"
"Web page recommendation via twofold clustering: considering user behavior and topic relation","Neural Computing and Applications","","29","1","10.1007/s00521-016-2444-z","Xianfen XieBinhui Wang","2018","http://link.springer.com/article/10.1007/s00521-016-2444-z","Article"
"Preference-based reinforcement learning: a formal framework and a policy iteration algorithm","Machine Learning","","89","1 - 2","10.1007/s10994-012-5313-8","Johannes FürnkranzEyke HüllermeierWeiwei ChengSang-Hyeun Park","2012","http://link.springer.com/article/10.1007/s10994-012-5313-8","Article"
"Journal Recommendation System Using Content-Based Filtering","Recent Developments in Machine Learning and Data Analytics","","","","10.1007/978-981-13-1280-9_9","Sonal JainHarshita KhangarotShivank Singh","2019","http://link.springer.com/chapter/10.1007/978-981-13-1280-9_9","Chapter"
"Toward Building a Content-Based Video Recommendation System Based on Low-Level Features","E-Commerce and Web Technologies","","","","10.1007/978-3-319-27729-5_4","Yashar DeldjooMehdi ElahiMassimo QuadranaPaolo Cremonesi","2015","http://link.springer.com/chapter/10.1007/978-3-319-27729-5_4","Chapter"
"Improving News Personalization Through Search Logs","Bias and Social Aspects in Search and Recommendation","","","","10.1007/978-3-030-52485-2_14","Xiao BaiB. Barla CambazogluFrancesco GulloAmin MantrachFabrizio Silvestri","2020","http://link.springer.com/chapter/10.1007/978-3-030-52485-2_14","Chapter"
"FreeRec: An Anonymous and Distributed Personalization Architecture","Networked Systems","","","","10.1007/978-3-642-40148-0_5","Antoine BoutetDavide FreyArnaud JégouAnne-Marie KermarrecHeverson B. Ribeiro","2013","http://link.springer.com/chapter/10.1007/978-3-642-40148-0_5","Chapter"
"HeteGraph: graph learning in recommender systems via graph convolutional networks","Neural Computing and Applications","","","","10.1007/s00521-020-05667-z","Dai Hoang TranQuan Z. ShengWei Emma ZhangAbdulwahab AljubairyMunazza ZaibSalma Abdalla HamadNguyen H. TranNguyen Lu Dang Khoa","2021","http://link.springer.com/article/10.1007/s00521-020-05667-z","Article"
"Heterogeneous Graph Representation for Text Mining","Heterogeneous Graph Representation Learning and Applications","","","","10.1007/978-981-16-6166-2_8","Chuan ShiXiao WangPhilip S. Yu","2022","http://link.springer.com/chapter/10.1007/978-981-16-6166-2_8","Chapter"
"How to Get the Recommender Out of the Lab?","Recommender Systems Handbook","","","","10.1007/978-0-387-85820-3_10","Jérome PicaultMyriam RibièreDavid BonnefoyKevin Mercer","2011","http://link.springer.com/chapter/10.1007/978-0-387-85820-3_10","Chapter"
"Leveraging Linked Data Analysis for Semantic Recommender Systems","The Semantic Web: Research and Applications","","","","10.1007/978-3-642-30284-8_64","Andreas Thalhammer","2012","http://link.springer.com/chapter/10.1007/978-3-642-30284-8_64","Chapter"
"Behave: Behavioral Cache for Web Content","Distributed Applications and Interoperable Systems","","","","10.1007/978-3-662-43352-2_8","Davide FreyMathieu GoessensAnne-Marie Kermarrec","2014","http://link.springer.com/chapter/10.1007/978-3-662-43352-2_8","Chapter"
"Recommender Systems and the Social Web","Advances in User Modeling","","","","10.1007/978-3-642-28509-7_7","Amit TiroshiTsvi KuflikJudy KayBob Kummerfeld","2012","http://link.springer.com/chapter/10.1007/978-3-642-28509-7_7","Chapter"
"Optimizing novelty and diversity in recommendations","Progress in Artificial Intelligence","","8","1","10.1007/s13748-018-0158-4","Jorge DíezDavid Martínez-RegoAmparo Alonso-BetanzosOscar LuacesAntonio Bahamonde","2019","http://link.springer.com/article/10.1007/s13748-018-0158-4","Article"
"Myrror: a platform for holistic user modeling","User Modeling and User-Adapted Interaction","","30","3","10.1007/s11257-020-09272-6","Cataldo MustoMarco PolignanoGiovanni SemeraroMarco de GemmisPasquale Lops","2020","http://link.springer.com/article/10.1007/s11257-020-09272-6","Article"
"Tracking the evolution of social emotions with topic models","Knowledge and Information Systems","","47","3","10.1007/s10115-015-0865-0","Chen ZhuHengshu ZhuYong GeEnhong ChenQi LiuTong XuHui Xiong","2016","http://link.springer.com/article/10.1007/s10115-015-0865-0","Article"
"Group Recommender Systems: Aggregation, Satisfaction and Group Attributes","Recommender Systems Handbook","","","","10.1007/978-1-4899-7637-6_22","Judith Masthoff","2015","http://link.springer.com/chapter/10.1007/978-1-4899-7637-6_22","Chapter"
"What is of interest for tourists in an alpine destination: personalized recommendations for daily activities based on view data","Journal of Ambient Intelligence and Humanized Computing","","11","11","10.1007/s12652-019-01619-1","Tahir MajeedAline StämpfliAndreas LiebrichRené Meier","2020","http://link.springer.com/article/10.1007/s12652-019-01619-1","Article"
"Context aware personalized content recommendation using ontology based spreading activation","International Journal of Information Technology","","10","2","10.1007/s41870-017-0052-5","Sachin PapnejaKapil SharmaNitesh Khilwani","2018","http://link.springer.com/article/10.1007/s41870-017-0052-5","Article"
"Mobile Travel Tour Recommendation","Encyclopedia of GIS","","","","10.1007/978-3-319-23519-6_1519-1","Qi Liu","2015","http://link.springer.com/referenceworkentry/10.1007/978-3-319-23519-6_1519-1","ReferenceWorkEntry"
"Automatic Adaptation and Recommendation of News Reports Using Surface-Based Methods","Highlights on Practical Applications of Agents and Multi-Agent Systems","","","","10.1007/978-3-642-28762-6_9","Joel AzzopardiChristopher Staff","2012","http://link.springer.com/chapter/10.1007/978-3-642-28762-6_9","Chapter"
"Hybrid bio-inspired user clustering for the generation of diversified recommendations","Neural Computing and Applications","","32","7","10.1007/s00521-019-04128-6","R. LogeshV. SubramaniyaswamyV. VijayakumarXiao-Zhi GaoGai-Ge Wang","2020","http://link.springer.com/article/10.1007/s00521-019-04128-6","Article"
"NewsRec, a Personal Recommendation System for News Websites","Classification — the Ubiquitous Challenge","","","","10.1007/3-540-28084-7_45","Christian BomhardtWolfgang Gaul","2005","http://link.springer.com/chapter/10.1007/3-540-28084-7_45","Chapter"
"Mobile Travel Tour Recommendation","Encyclopedia of GIS","","","","10.1007/978-3-319-17885-1_1519","Qi Liu","2017","http://link.springer.com/referenceworkentry/10.1007/978-3-319-17885-1_1519","ReferenceWorkEntry"
"FStream: A Decentralized and Social Music Streamer","Networked Systems","","","","10.1007/978-3-642-40148-0_19","Antoine BoutetKonstantinos KloudasAnne-Marie Kermarrec","2013","http://link.springer.com/chapter/10.1007/978-3-642-40148-0_19","Chapter"
"RETRACTED ARTICLE: A joint model for analyzing topic and sentiment dynamics from large-scale online news","World Wide Web","","21","4","10.1007/s11280-017-0474-9","Peng LiuJon Atle GullaLemei Zhang","2018","http://link.springer.com/article/10.1007/s11280-017-0474-9","Article"
"On Recommender Systems","Social Web Artifacts for Boosting Recommenders","","","","10.1007/978-3-319-00527-0_2","Cai-Nicolas Ziegler","2013","http://link.springer.com/chapter/10.1007/978-3-319-00527-0_2","Chapter"
"Cheap and Cheerful: Trading Speed and Quality for Scalable Social-Recommenders","Distributed Applications and Interoperable Systems","","","","10.1007/978-3-319-19129-4_11","Anne-Marie KermarrecFrançois TaïaniJuan M. Tirado","2015","http://link.springer.com/chapter/10.1007/978-3-319-19129-4_11","Chapter"
"Inferring Implicit Topical Interests on Twitter","Advances in Information Retrieval","","","","10.1007/978-3-319-30671-1_35","Fattane ZarrinkalamHossein FaniEbrahim BagheriMohsen Kahani","2016","http://link.springer.com/chapter/10.1007/978-3-319-30671-1_35","Chapter"
"Construction of a Local Domain Ontology from News Stories","Progress in Artificial Intelligence","","","","10.1007/978-3-642-04686-5_33","Brett DruryJ. J. Almeida","2009","http://link.springer.com/chapter/10.1007/978-3-642-04686-5_33","Chapter"
"What Recommenders Recommend – An Analysis of Accuracy, Popularity, and Sales Diversity Effects","User Modeling, Adaptation, and Personalization","","","","10.1007/978-3-642-38844-6_3","Dietmar JannachLukas LercheFatih GedikliGeoffray Bonnin","2013","http://link.springer.com/chapter/10.1007/978-3-642-38844-6_3","Chapter"
"Reproducibility and Validity in CLEF","Information Retrieval Evaluation in a Changing World","","","","10.1007/978-3-030-22948-1_23","Norbert Fuhr","2019","http://link.springer.com/chapter/10.1007/978-3-030-22948-1_23","Chapter"
"Building Context-Aware Group Recommendations in E-Learning Systems","Computational Collective Intelligence. Technologies and Applications","","","","10.1007/978-3-642-23935-9_13","Danuta Zakrzewska","2011","http://link.springer.com/chapter/10.1007/978-3-642-23935-9_13","Chapter"
"Big Data Analytics Based Recommender System for Value Added Services (VAS)","Proceedings of Sixth International Conference on Soft Computing for Problem Solving","","","","10.1007/978-981-10-3325-4_14","Inderpreet SinghKaran Vijay SinghSukhpal Singh","2017","http://link.springer.com/chapter/10.1007/978-981-10-3325-4_14","Chapter"
"Impersonate human decision making process: an interactive context-aware recommender system","Journal of Intelligent Information Systems","","47","2","10.1007/s10844-016-0401-z","Chen-Shu WangShiang-Lin LinHeng-Li Yang","2016","http://link.springer.com/article/10.1007/s10844-016-0401-z","Article"
"On the Effectiveness of Punishments in a Repeated Epidemic Dissemination Game","Stabilization, Safety, and Security of Distributed Systems","","","","10.1007/978-3-319-03089-0_15","Xavier VilaçaLuís Rodrigues","2013","http://link.springer.com/chapter/10.1007/978-3-319-03089-0_15","Chapter"
"Smart places: Multi-agent based smart mobile virtual community management system","Applied Intelligence","","41","4","10.1007/s10489-014-0569-2","Muhammad FahadOlivier BoissierPierre MaretNejib MoallaChristophe Gravier","2014","http://link.springer.com/article/10.1007/s10489-014-0569-2","Article"
"Towards responsible media recommendation","AI and Ethics","","","","10.1007/s43681-021-00107-7","Mehdi ElahiDietmar JannachLars SkjærvenErik KnudsenHelle SjøvaagKristian TolonenØyvind HolmstadIgor PipkinEivind ThrondsenAgnes StenbomEivind FiskerudAdrian OeschLoek VredenbergChristoph Trattner","2021","http://link.springer.com/article/10.1007/s43681-021-00107-7","Article"
"Responsible media technology and AI: challenges and research directions","AI and Ethics","","","","10.1007/s43681-021-00126-4","Christoph TrattnerDietmar JannachEnrico MottaIrene Costera MeijerNicholas DiakopoulosMehdi ElahiAndreas L. OpdahlBjørnar TessemNjål BorchMorten FjeldLilja ØvrelidKoenraad De SmedtHallvard Moe","2021","http://link.springer.com/article/10.1007/s43681-021-00126-4","Article"
"Semantic-Based Recommender System with Human Feeling Relevance Measure","Intelligent Systems in Science and Information 2014","","","","10.1007/978-3-319-14654-6_11","David WernerThomas HassanAurelie BertauxChristophe CruzNuno Silva","2015","http://link.springer.com/chapter/10.1007/978-3-319-14654-6_11","Chapter"
"Combining Distributional Semantics and Entity Linking for Context-Aware Content-Based Recommendation","User Modeling, Adaptation, and Personalization","","","","10.1007/978-3-319-08786-3_34","Cataldo MustoGiovanni SemeraroPasquale LopsMarco de Gemmis","2014","http://link.springer.com/chapter/10.1007/978-3-319-08786-3_34","Chapter"
"User interface patterns in recommendation-empowered content intensive multimedia applications","Multimedia Tools and Applications","","76","4","10.1007/s11042-016-3946-5","Paolo CremonesiMehdi ElahiFranca Garzotto","2017","http://link.springer.com/article/10.1007/s11042-016-3946-5","Article"
"A Study of Tag-Based Recipe Recommendations for Users in Different Age Groups","Emerging Technologies for Education","","","","10.1007/978-3-319-52836-6_33","Wei ChenZhemin Li","2017","http://link.springer.com/chapter/10.1007/978-3-319-52836-6_33","Chapter"
"An Eclipse Plugin to Support Agile Reuse","Extreme Programming and Agile Processes in Software Engineering","","","","10.1007/11499053_19","Frank McCareyMel Ó CinnéideNicholas Kushmerick","2005","http://link.springer.com/chapter/10.1007/11499053_19","Chapter"
"TSCMF: Temporal and social collective matrix factorization model for recommender systems","Journal of Intelligent Information Systems","","56","1","10.1007/s10844-020-00613-w","Hamidreza TahmasbiMehrdad JalaliHassan Shakeri","2021","http://link.springer.com/article/10.1007/s10844-020-00613-w","Article"
"Toward a web-based multi-criteria decision support system for the layered evaluation of interactive adaptive systems","Universal Access in the Information Society","","","","10.1007/s10209-021-00850-y","Amira DhouibChristophe KolskiMahmoud Neji","2021","http://link.springer.com/article/10.1007/s10209-021-00850-y","Article"
"Collaborative filtering in dynamic networks based on deep auto-encoder","The Journal of Supercomputing","","","","10.1007/s11227-021-04178-5","Shiva JalaliMonireh Hosseini","2021","http://link.springer.com/article/10.1007/s11227-021-04178-5","Article"
